text,label
Wash up hoe,red
@creoleblood @HighClassCapri @verkannt__ like what u bitches wantttt (dmx voice)&#128553;&#128553;&#128553;,red
As soon as a Democrat gets a chance to ? the political hack #foxnews goes to commercial then back with Bolton LMAO #teabaggers #benghazi,green
Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?,green
@RabehChararah1 lmaoo what a fag,red
Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days,yellow
RT @SheeeRatchet: When you and your boys discover a hoe&#128514;&#128514;&#128514; https://t.co/QHoHalWQJ2,red
when yo song come on and you hit the blunt hard af cause that hoe go dat hard,red
Dunno he jus say go lido. Same time 930.,green
"I turn bitches gay, they think all the other bitches can fuck like me.",red
@_cblaze sorry i eat pussy,red
RT @SenorSteez: This whole week was trash,green
"Man fuck these bitch ass niggas, how y'all doin?",red
Hmm RT @IceJJFish: Every bitch i fucked wit is a hoe never met a real female in my life,red
"I got my own legacy bitches, fuck yall legacy @ChavoDaGreat @JacobRyanBruhn",red
RT @HornyFacts: I call my penis The Titanic because so many bitches went down on it.,red
"Who the fuck puts a block of cheese in they room without a refrigerator ghetto ass niggas eases, like that's just the thing to do wrong.",red
"Heard them haters talking, I heard them bitches fucking.. I must be doing something right",red
&#8220;@G_Anderson4: I'm Dre's a bitch tho&#8221; &#128527;,red
@ShakiyaTeniece @celebrity_ke she said she aint tricking off on them hoes...lls...foolish,red
No..but heard abt tat..,green
She's fine. Good to hear from you. How are you my dear? Happy new year oh.,green
Just remember when having standards becomes cool again......im gonna call a lot of you out for staying quiet like a bitch all this time.,red
"RT @CourtneySuvak_: &#8220;@Dory: ""what are you twelve""

yeah on a scale of one to ten 

bitch&#8221;",red
Fitted Girbuad straps? Them bitches would be raw as hell.,red
Yo im right by yo work,green
"Frnd s not juz a word.....not merely a relationship.....its a silent promise which says ... "" I will be with YOU "" Wherevr.. Whenevr.. Forevr... Gudnyt dear..",green
"RT @collegefession: ""I rub orange peels on my dick before I go out cuz I don't want these bitches to catch a cold. #VitaminSemen"" - Prairie&#8230;",red
"@thejournalist44 zactly. After Joique pounds that bitch, bring in reggie for the GAPING holes that will inevitably appear.",red
"@__Trail__ take like TAMU... bitches jumped to 6 after beating SC, which ain't that good... @thejournalist44 @That1guyJeff",red
"RT @JustDreaa: I don't splurge around no hoe no I don't shine in front of no bitch cus after she get off my dick I be like ""Find the front &#8230;",red
Goodbye hop plants ! Time to dink u!!!! Luv it!!! http://t.co/ImsIE8MKJm,green
"RT @HipHopIsDeaddd: Top ten rappers With no hoes
1.Hopsin
2.Lupe
3.Canibus
4.IMT
5.Childish G
6.Papoose
7.Hopsin again
8.Joell Ortiz
9.Krs &#8230;",red
Her pussy clean but she dance dirty..,red
"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth",green
These hoes is lost RT @Dkellz34: @1Bcarter hahaha how much you wanna bet she don't get the job lmao,red
Even i cant close my eyes you are in me our vava playing umma :-D,green
@BigRed2OTS she prolly got some bomb pussy too. Lol I hope haha,red
RT @VersaceAmeezy: Austin is so cute like look at him all excited because he got Oreos http://t.co/0mK1W8Reak,green
"Sorry, went to bed early, nightnight",green
Why would I fuck a bitch that can't fuck? Jus like u hoes don't want want a nigga wit a clit ticckler,red
"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",green
RT @lilmenifee__: bitch you tweaking hoe tweaking hoe &#128129;,red
Hello! How r u? Im bored. Inever thought id get bored with the tv but I am. Tell me something exciting has happened there? Anything! =/,green
@dtholcomb32 they hv loads of cushion on the soles of them. They would feel good on ur dick.,red
RT @itsDonLeach: You're still a pussy @BarackObama,red
this shit so trash lol,red
so uncivilized,green
RT @__iamjazz: where is D hoes ? &#128514;,red
RT @Mymangot2JOBS_: @VeronicaGK bitch u been addicted to this for 2 years lmaoo,red
Hasn't that been the pattern recently crap weekends?,green
If a bitch makes u moan during sex she owns your soul. &#128175;,red
RT @FamousNileEarls: Stoner Chicks &gt; Drunk hoes http://t.co/JctTrNURM0,red
Hi juan. Im coming home on fri hey. Of course i expect a welcome party and lots of presents. Ill phone u when i get back. Loads of love nicky x x x x x x x x x,green
@NaughtyBoyMusic bitch me too,red
RT @MacMiller: @iCodyMontana @ScHoolBoyQ @xdannyxbrownx yeah they trash. Q... this man capitalized his H tho.... i'm takin all ya fans.,green
"@LandRoverUSA Our ""Disco"" we used for disaster recovery was an awesome brownie points to how well built they are. Most extreme conditions!",green
&#8220;@odlew11: Who clothes in the dryer? I'm tryna dry my clothes&#8221;throw them hoes out,red
@QueenIttyBitty lmfao I wasn't scanning anything..the fat hoes was hittin me up,red
&gt;_&lt;.. RT @ItsTheBOOMshow @FricknAwesome metal monkey balls!,red
"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!",green
"RT @HannahJoeckel: I often try to help someone out if I can't decide whether I want to like their insta pic like ""ehh ill throw this bitch &#8230;",red
@JusDahl not nappy head hoe though &#128514;&#128514;,red
RT @EverybodyHatesX: He's trash RT @Yerrp08: Too early to call Austin Rivers a draft bust ?,green
N%a hit the butta slide at the end of that bitch &#128514;,red
"RT @YoungBuddhaBruh: @WestSideFlee it all depends on the female dawg, usually that's how it is with these hoes but the genuine women fuck w&#8230;",red
RT @_allaboutAshley: When will you guys leave that childish pussy alone? Get that sophisticated pussy.,red
I am such a pussy&#128514;&#127770;,red
&#8220;@RudePost: A new breed of white girl... https://t.co/0Zsu3zQiXD&#8221; she slammed that bitch &#128527;&#128514;,red
I wont get concentration dear you know you are my mind and everything :-),green
"@GinaMarieZ all I did was bitch about Jessie, still love you anyway",red
"Turn the entire fuck up, hoes!!!!",red
@SlowDollaz photoshop my nig,red
@OLE_VertyBstard Yankee noodle is fucking awesome ya bastard.,red
@hannah_clare12 I'm on my way to the gym already but thx bitch,red
"Aight, can you text me the address?",green
"I know I'm a hillbilly, but is there anything better than a big pot of beans and cornbread? Little hot sauce on top.",green
I got to get the trash out and make breakfast for the Frau and start laundry so y'all be good till I get back. Cracker Out!,green
RT @TooTurntNacho: Why give a bitch ya heart when she rather have a purse.,red
@CallNeeshCakey to lay up w my bitch,red
""" young Pill Chamberlain these bitches love my music """,red
I'm out this bitch,red
No one goes into psychiatry to help people. Those people are all immoral. Everyone who works in that field is pure trash.,red
RT @PatVPeters: Texas ranchers: Terrorists reportedly caught at border; feds clam up http://t.co/1vynD9zbpH,green
"RT @DezzzyBo: I want attention yet she's on twitter talking about getting somebodies dick wet tonight and what her tongue does, deez hoes g&#8230;",red
"@QVC strawberry shortcake. Stacked with whipped cream, yellow spunge-cake, &amp; sliced #strawberries freshly picked from the farm w/ my kids.",green
"RT @TheOnlyReed: Sooner or later ya pussy gon tell
Me the truth, let's hope it's not while I'm in it, cause Ima kill u",red
RT @iDntWearCondoms: I'm missing a few things I really need in my life: iPhone 6 iOS 8 ps4 some bitches and a new car.,red
"Oh, yes, I've just been a little under the weather so i've kind of been coccooning at home",green
"@eGoTheIcoN those ""trash"" SnD stars would scrape ur team in SnD and most pro teams.",green
bitch thats yo nigga &#128064; ....well you aint his bitch &#128514;&#128514;&#9996;&#65039;&#9996;&#65039;&#9996;&#65039;,red
@shefeelsD_Payne nigga don't be telling my business on this hoe lol,red
RT @GMB_flash7414: Oso told me when his dreads get longer he just gone pop up and fuck niggas bitches lmao,red
Where's all my bitches....where did they goooo?,red
RT @pringlezXII: Dont message me your number and tell me to text you.... I'm not your bitch lol,red
"everybody fuckin everybody bitch everybody wit the shits, thats lifee",red
RT @fukkitsbrittney: @AustinBedsaul is so wise yet so young. Thank you for listening to me bitch &#10084;&#65039;,red
I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts,green
I just want some Oreos &amp; milk honestly. Just stop by the store &amp; pick up some on your way back lol,green
Filthy stories and GIRLS waiting for your,yellow
@joeylattime @Mawson38 @ameriC00N thats just me rooting against a team I hate not banwagoning u retard u have a different favorite,red
"When I call bitch, you come.",red
Their gotta be a loaded lux vs Murda mook 3,green
"' Don't ask me if I'm in my "" Feelings "" cause I ain't no bitch I don't got those Tf . I'm sad , not in no fucking feelings .",red
#IHopeSomeday that these hoes just find their own relationship instead of ruining others,red
@Buckm00se true sand niggers &amp; bum Brits claim he's a ATG hall of fame legend smh,red
God damn birds,red
"""@TEE_JONEZ: @16stanleys @KingCuh tuku ho idk blah blah blah"" &#128514;&#128514;&#128514;",green
Dawg ass hoes,red
Fuuuuuck you you stupid fucking cunt,red
@ListsBlackTwit @iH8TvvitterHoes @Rosaalbae nigga caping for the bitch like we haven't all seen her nudes already.. What does he want tf,red
@iGivePussyCPR monkey &amp; his cigarette. He's dead serious &#128514;,red
&#128064; RT @PrettyDamAmazin: These bitches started shooting at my party. Fuck New Orleans,red
I've told him that i've returned it. That should i re order it.,green
RT @LeanandCuisine: bitch where you see a Katy or perry in that pic RT&#8220;@howlilwayneraps: Katy Perry is so fit &#128525;&#128525; http://t.co/cyclTBkPNO&#8221;,red
"RT @SheisJasNicole: Them hoes are temporary, but a good woman will always be a good woman.",red
I'm stuck in my room.. The house is shifting or whatever and it used to be just kind of a bitch to open my door but now it's like.. Stuck.,red
@LLTJae @kolbyXdelce this hoe &#128293;&#128293;,red
"""@NewsomeJade: I ain't never seen a bitch so obsessed with they nigga&#128514;"" I'm obsessed with mine &#128529;",red
We wacko birds are still tweeting #MakeDCListen,green
"""Hey pussy you still there?""",red
Julius Peppers still seems retarded.,red
"And here standing in the red corner @John_Mayer_69 weighing 145lbs the pussy destroying champion of the world, Adam nobodyknowshisrace smith",red
RT @FunnyPicsDepot: When u start realizing that bae is a hoe http://t.co/0j96w8OFMq,red
Wait  &lt;#&gt;  min..,green
@eze12373 I'll come rape your wife bitch boy,red
I had askd u a question some hours before. Its answer,green
"RT @MikeDiggEm: ""@_2kkz: She threw me that pussy bt i neva caught it"" gay",red
It just seems like weird timing that the night that all you and g want is for me to come smoke is the same day as when a shitstorm is attributed to me always coming over and making everyone smoke,green
@VeshaaCouture lol bitch yo display name,red
@DallyJackson I'm here now hoe,red
"' And you know that I believe it , cause her pussy to mee... &#1041185;&#1041240; And she don't fuck with many niggahs , she don't fuck with any niggahs &#1041219; .",red
Bugis oso near wat... ,green
Merry Christmas to all y'all bitches and hoes,red
"""are we bitches?"" - @chellyhernandez",red
RT @KarlenaSkiff: Could never date someone with yellow teeth&#128567;,green
And dis shit is for the birds 2 http://t.co/o1pKDhYAX9,red
"Thursday night? Yeah, sure thing, we'll work it out then",green
i wanna go to the ghetto club tonight.,green
"The X's and O's, exes and hoes, I exit and ghost &#128123;",red
Ü still attending da talks?,green
"@EnglishBrit123 sounds like a good idea. But I want my word to be spread. Jews, niggers and commies alike.",red
Kicking niccas Tf outcha mentions like http://t.co/bEl7uNzgLt,red
@NTXProgressive Yeah..cause if anyone thinks this clown went to @target to buy Oreos is as stupid as all of them look,green
@ajam never happen. Too much republican redneck oil money. Sad butt true. #corruptAmerica,red
#wcw bitch &#128536;&#128514; @AutumnMaye http://t.co/7n5X9FyvIP,red
in real life and online I follow that. sorry folks but just cause I look like a border hopper don't mean I am one. born and raised here,red
"This being too sick to function is for the birds ! I was starting to feel slightly better earlier,now I feel like death again!",green
#SouthCarolina is full of white trash,red
RT @KylaMock2: bitch think she know everything ha.,red
@Jwreich142 @SteveWorks4You teabaggers are extremely dumb...,red
You're all faggot fuckheads.,red
@helenyvonnem they already have. Are you retarded?,red
"@BlackberryTroll Blah. If people are determined to think of you as a condescending bitch, it's their loss.",red
Even liberals are humiliated by Charlie Rangel&#8217;s claim the GOP backs slavery - Hot Air http://t.co/I4QawESnud,green
"Having hoes not cool, That one will be better than all them thots",red
Shout out to babes @Anastacia_Cole! Love that bitch. &#128536;&#128073;&#128076;,red
nigga paybacks a bitch and bitch you been livin in debt with me,red
"URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM",yellow
&#8220;@comedianjayski: Happy Hour time best time of da day!!!!!&#8221; Niggas don't know bout them happy hour hoes,red
@kieffer_jason I heard your mama raised you like bitch,red
@urbasicyabish let's go see the wolverine hoe,red
Ok k..sry i knw 2 siva..tats y i askd..,green
Damn bitch thnx http://t.co/TwDKCKKTaz,red
RT @tumblrfunniest: When I throw away paperball perfectly into the trash can: http://t.co/215E0H0PS9,green
"Karma a bitch, but she can't figure me out with the shit im doing..",red
But i dint slept in afternoon.,green
gonna have them pussies mix up some concrete today. teach them to pose like me. I am a badass motherfucker. and I will let you be too (:,red
But if she.s drinkin i'm ok.,green
Cute ass niggah. http://t.co/h0SQoPTYfX,red
@MichaelSafady only if you're a twat as well. Be not a twat my son.,red
Holder&#8217;s Justice Department Isn&#8217;t Interested in the Facts in #Ferguson http://t.co/7vH4tyPMht These race hustling bitches are DISGRACEFUL.,red
RT @TheFoodBibIe: Deep Fried Oreos http://t.co/quDw3wqD7r,green
"I been getting money, I ain't worried about a hoe &#128527;&#128184;",red
Happy this nigga nick old I only like red bones ass is watching this.,red
"@almuirSI Probably, yeah. By most accounts, he has the personality to handle it though. And he can wear a yellow suit if he puts up points.",green
"&#8220;@retrolivin_cam: Same hoes is still at it, I should've known&#8221;",red
FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop,yellow
1wayhustle come get signed bitch we self paid.,red
"@brookeschade @piperleigh_ @cass_uhhh_deee @baylee247 all of yall stfu, your all pussies and won't do shit",red
I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.,green
You available now? I'm like right around hillsborough &amp;  &lt;#&gt; th,green
&#8220;@JerGucci: @1__dev You the Real MVP&#8221; that's wat ya bitch said when I finished &#128514;,red
Cab is available.they pick up and drop at door steps.,green
@kamkamluvsblk Yeah one called me a race traitor lol,green
"RT @FriendlyAssh0le: If I had $400 and my girl had $0, I would have $400 &amp; be single bc I dnt fuck with broke bitches. get your money up.",red
These days bitches be just letting anyone hit raw !!,red
"my girlfriend, I kid you not, eats bacon without dipping it into the tub of creamy butter I've laid out. I'm like ""what are you, a bird?""",green
RT @CheefPolo: Trippin over a rock &gt;&gt; trippin over a bitch,red
I bitch a lot but it's coo,red
"So, #brony-folk far and wide are throwing bitch fits over #EquestriaGirls. I must be the only one who isn't. It looks interesting to me.",red
Lookin at u hoes #federalboobieinspector http://t.co/wxLgV8xKDX,red
That awkward moment when you hold the door for someone and they use the door next to it.. Like bitch you better back the fuck up.,red
"RT @briannafbaby: Good girls take 4-12 months before they move on.. only hoes jump from nigga to nigga.. don't argue with me, this is scien&#8230;",red
@YeIIowbang yeah people know he's not trash but his game is limited and it showed late in games against Portland,green
"RT @AntiJokeJamal: If you honk your horn .4 seconds after the light turns green, I will shut off my car, lay on the hood, and feed birds fo&#8230;",green
"""@TheRealRickyB21: @JetsAndASwisher faggot bitch"" http://t.co/2HyyAbk4eH",red
If @IamShady_ didn't know I love your coon ass cuz &#128514;&#128514;&#128514;,red
Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP,yellow
Stop trying to be down honky http://t.co/0MALBNDkn9,red
I be like... bitch please. lol http://t.co/PNVmaacWY0,red
fuck her rite in the pussy,red
The spot is open for you take so your better grab it before another bitch do and if she is determined and beautiful enough she will do it!,red
"""You ain't gunna do shit spear chucker""",red
@BlaccLaBelle_ &#9786;&#65039;nice Avi lil nigger,red
When should I come over?,green
Just dropped dat fine ass woman @GingerDemoness. We has da best chicken eva. I spectin some lovin but she a lady and da colored thang,red
Someone tell this bitch to stfu,red
"Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday",green
"@realDonaldTrump he looks like reg. Memphis,tn. trash! we got them everywhere.",red
I fink this catfish shit is funny afta all how can this bitch thinks that she was talking to bow wow doe &#128514;&#128514;&#128514;,red
@A875Silva @jezzzz_ if she do then she gone die too I ain't playin dawg bitches gone be ruthless then I will be too! &#128175;&#128170;&#128074;,red
"""@jayswaggkillah: Jackies a retard #blondeproblems"" At least I can make a grilled cheese!",red
"RT @KingMiller_: The top comeback for when you call a nigga ugly. 

1. ""I still pull more hoes than you.""",red
"@chanelisabeth I'm subtweeting my sister, hoe",red
"@gypsydylann real girls like ""impress me bitch"" &#128075;",red
"RT @LiveAndUncut: if you really wanna please your man, seeing him pleased Gon turn you on. but you know, bitches aint really what they clai&#8230;",red
"Only people not home right now are nurses, hoes, &amp; niggas tryna hit them hoes&#9996;&#65039;",red
Wot is u up 2 then bitch?,green
My nigga got me hanging out with his fat catfish bitch smh,red
"When I was born, GOD said, ""Oh No! Another IDIOT"". When you were born, GOD said, ""OH No! COMPETITION"". Who knew, one day these two will become FREINDS FOREVER!",green
why cant girls just admit that they want the dick as much as us guys want the pussy? human nature duhh,red
Ray Rice is a bitch &amp; his wife is stupid for staying by his side.,red
RT @_IBeKev: Throw me a blunt bitch,red
RT @KINGTUNCHI_: I only fw grown hoes!,red
@Reed8608 My nigga know he a bitch,red
@ILIKECATS74 @bootyacid @sizzurp__ @yoPapi_chulo @brandonernandez because you're the ratchetest of them all bitch,red
Thank u!,green
@_Rachel_Robbins is the realest bitch out here rt,red
Is Wayne Brady gonna have to choke a bitch?,red
@skyereyes_ you a Oreo cookie now.,green
"RT @LeBronVuitton: I don't stand in line at clubs, the security come escort me in. Yellow diamonds tell a bitch get over here, Scorpion.",red
@summerdawn_1996 lol @ you being a cunt,red
Okay don't reply then I didn't want you to anyways bitch,red
SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.,green
Lmaoo RT &#8220;@PRAYINGFORHEAD: &#8220;@_ANGELSAMUELS: @PRAYINGFORHEAD @BAESTATION ur a bitch for not following back &#128575;&#8221; http://t.co/p43U1qUbWk&#8221;,red
"Someone at my household wants to die. I get all excited to enjoy a couple of Oreos, but someone left ONLY ONE. ONE FRIGGIN' OREO. &#128545;&#128548;&#128544;&#128298;&#128299;",green
You're dismissed bitch. @ConchGunny: @00_jackie no.. i wanna play with you thumper..&#8221;,red
i bet yo bitch try n slide once i let my hair down,red
@Tristine214 I swear des hoes just making up challenges now,red
Yup... How ü noe leh...,green
"RT @Fact: Fake friends are no different than shadows, they stick around during your brightest moments, but disappear during your darkest ho&#8230;",green
@ZitlalyL &#128529;&#128529;&#128529;&#128529;&#128529;&#128529;&#128529;&#128530;&#128530;&#128530;&#128530;&#128530;&#128530;&#128530;&#128530;&#128530;&#128530;&#128530;&#128548;&#128548;&#128548;&#128548;&#128548; How is he supposed to attract bitches in a tutu though? &#128530;,red
This is better than flappy bird.&#128525;&#128525; #FallOutBird http://t.co/CHVzWTvltG,green
RT @lesbolife: when some bitch flirts with bae http://t.co/vDDth2Mq1I,red
the bitch mob is bad for your health,red
CNT nobody be mad at who he choose to be with I can't be mad at no bitch its the nigga so hay,red
Photo: anarcho-queer: &#8220;Anarchism stands for a social order based on the free grouping of individuals for... http://t.co/Iy6Gro4t8Z,green
@Titan21Mtzzz vegeta is a little bitch #TeamGoku,red
Is she replying. Has boye changed his phone number,green
"Nah, Wednesday. When should I bring the mini cheetos bag over?",green
@_MostDope95_ Jenny says you're an evil bitch.,red
Chances make champions nicca ain't nothing stopping you!,red
RT @ShelbyLaVelle_: Last retweet &#128553;&#128588; you bitches be confused,red
Which mean you hoes too STUPID ion want it around me #youhavejustbeenBLOCKED &#128679;,red
"RT @itscoleharmon_: s/o to all those girls who are curled up in a ball in their bed waiting for that goodnight text. go to sleep bitch, he &#8230;",red
"RT @_tiffnasty: Lmaoooooo RT @Weed_Cloudz: If we cuddle then Im sliding something thick in your pussy, just a warning",red
Of course my #faith for #baseball is off this year. BECAUSE OF #BARRYBONDS you goddamn retards!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! #morons,red
&#8220;@AC_Hussle: 98% of women were sluts freshman year of college.&#8221; Let these hoes be great,red
"RT @Zach_Dorsey: Give me three wishes

I wish, I wish, I wish, you would bitch",red
RT @jaynovel: Real RT @JRUIZ__: Few things worse than forcing a conversation with a dumb bitch,red
Is this retarded bitch really this stupid?,red
&#8220;@LeggsMania: the next time I see this bitch I'm beating her ass. job or not.&#8221; lol,red
I fuck bitches &#128175;&#128536;&#128541;&#128539;&#128525; better watch yah hoe &#128175;&#128129;&#128168;&#128069;&#128109;,red
Are u coming to the funeral home,green
@RSBerto Dumb Haitian fake black faggots. Go to Haiti and neck yourself.,red
"RT @toodope_bro: If a nigga can tell hoes he's taken , he's a real nigga .",red
"(No promises on when though, haven't even gotten dinner yet)",green
Gud mrng dear have a nice day,green
RT @LilHakBeatz: &#8220;@ReturnOfTheMarc: I'ma beat with pussy up like Ray Rice. Hit it with a left. I don't need a right. #remix #tosoon&#8221; http:/&#8230;,red
RT @KillAllSimps: That's logic for a hoe RT @_flowaaabomb: If you single nobody can tell you what to do right? Right?,red
I am great! How are you?,green
RT @CleveSmith: I bet this hoe pussy juices look like spoiled chocolate milk &#128514;,red
@goldnsilvercoin the worst terrorists are republican teabaggers...,green
Do we have any spare power supplies,green
RT @DefendWallSt: Tell me how you really feel. RT @1SleepingGiant: those little #ISIS faggots usually have bags over their heads anyway.,red
Ofcourse I also upload some songs,green
Unloyal girls turn good guys into assholes. &amp;&amp; unloyal guys turn good women into big time bitches...,red
RT @Jimmy_Santander: These office hoes do not shut the fuck up with their fucking chisme!,red
RT @alexishope_2014: You got niggas &amp; I got bitches but I want you... &#128149;&#127926;,red
&#8220;@CiscoAllDay: @1Bcarter you're right I'll take girl on the right over Kim any day http://t.co/nbKHCG0bZq&#8221;can u support that hoe?,red
Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,green
The fuckin hoes,red
@c00ntact @KevinI bumcia is trash smfh I would've thought he would have gone after Khan but what you said makes sense,green
RT @FoxNews: #FoxNews projects that Wyoming Senator Mike Enzi will defeat Democratic challenger Charlie Hardy. #Election2014,green
&#128557;&#128557; &#8220;@_____AL: Y'all be tweakin wit that WCE shit. Ain't no way in hell u like that bitch every single day.&#8221;,red
RT @LiveAndUncut: It's a lot easier to let go of a girl if you find out she's been giving the pussy out like goodie bags at a birthday bash.,red
I need sleep but can't seem to get that place that let's you clam down and sleep :(,green
"@cxslug I never did those games, but I was obsessed with Angry birds. Which is why it took me so long to do CCS. I was scared. Lol",green
I'm not a ho like you. Your body count probably is close to 100,red
This store is SO redneck...,green
Thanx 4 sending me home...,green
So I we gotta find a new house because the land lord being a bitch but we getting a waaaay better house so it's all good lol,red
bitch you better not disappoint me. madonna and britney and xtima have RT @gwenstefani: My new single #BabyDontLie is coming Monday!!,red
"RT @CauseWereGuys: Sex on 1st date dont mean you a hoe, waiting 120 days wont make you a wife, cute pics dont mean you happy &amp; having a tit&#8230;",red
cheeky lol RT @_MELiSA_jay: I want those all black and yellow 95's again... ughh I &#9825; those,green
You will never get a &#128141;&#128142; if you don't know how to cook &#127831;&#127830;&#127837;&#127844;&#127835;&#127829; for ya man fr atleast not from a nigga like me. Slackin ass bitches,red
"Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*",green
"@DinoLich Don't yell at me, I love both of the evolutionary lines. @ClaudiaVice despises the trash buddies.",green
Yall know Skip Bayless is about to slit his wrists over Romo! Lol,green
Ain't no broke bitches standing next to me&#128564;&#128564;,red
@BreezyPetey at least he went up and wasn't a bitch,red
&#8220;@Erikaj00: &#8220;@Hazel_Dot_Com: Hell naw. RT @Dexluger: I wanna see this! http://t.co/u1dqv3EEV3&#8221; yes! Lol&#8221;trash as hell,red
Lmao ok I wont be needing u to do my hair anymore.,green
"RT @__DatTootieGurl: ""@1stBlocJeremiah: These hoes got more bodies than a cemetery&#128056;&#9749;&#65039;.""",red
My nips are cold &#128563;,green
Never turned my back on the birds,green
HBA trash,green
aint shit pretty but my bitch and my mama .. anyone can get the drama,red
"RT @trevso_electric: You want a hot body? You want a Bugatti? You better be born into wealth, bitch.",red
Well. Balls. Time to make calls,green
"I find it hard to believe cee-lo raping hoes, it's too easy to get them panties off when you successful",red
"Smellin good, bitches wanna hug me",red
"dad isn't your name
faggots a little more fitting.",red
No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:),green
"When you give somebody that ""bitch"" look",red
In fact when do you leave? I think addie goes back to school tues or wed,green
And niccas are 38 HOT if they paid 20 bucks for that Pay-Per-View......,red
"My honky, my honky. My motherfucking honky.",red
"Buzz! Hey, my Love ! I think of you and hope your day goes well. Did you sleep in ? I miss you babe. I long for the moment we are together again*loving smile*",green
"RT @TwitchyTeam: 'Worst tweet ever'? PR 'pro' manages to sound racist, mock AIDS in a single tweet http://t.co/0nTcWbrMMk",green
@protegykid I would reply with the red emoji but I'm not a nigger,red
Play some ' fuck bitches get money ' music,red
"@ToulaBaby faggot is a public spectacle. most gays are not fags.
public display gets public opinion.",red
"Some ""don't cross me"" bitches",red
"""Shall I compare thee to a summer&#8217;s day? No, a summer&#8217;s day is not a bitch.""",red
"Now a days, hoes be twerkin for new weave.",red
RT @MickieeMoscoto: This really how bitches be to.. Lmfao.. &#128514; http://t.co/OclEXcSgsP,red
Dude got a haircut. Now its breezy up there,green
RT @_iAmDizzy: A hoe gone be a hoe and dats #100 nd when a nigga broke them hoes act funny!,red
I love all my bitches. And Im ridin for all my bitches no matter what.,red
"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!",green
@StephyRae7 hii fag. :),red
N then the hoe sooooo ugly like bitch you ugly dog like dumb stupid ass ugly like &#128514;&#128514;&#128514;&#9996;&#65039;&#128129;&#128581;&#128076;&#128080;&#128080;,red
U want a big titty'd hoe-dyke to wash ya rims lls RT @DickGregory I expect a chick at da bikini car wash to rid my rims of all brake dust!,red
God's love has no limit. God's grace has no measure. God's power has no boundaries. May u have God's endless blessings always in ur life...!! Gud ni8,green
Hit me with plans mah nigs,red
"Sorry, I'll call later",green
RT @axelandrewsss: &#127919;&#8220;@TYRXNY: Basic tongue ring to suck dick with. And a basic costume. Recipe for a hoe &#8220;@Ohh_Kaila: Ready for work. http:&#8230;,red
Can't trust these bitches. And these niggas either.,red
@rmusshy pussies! #StB,red
RT @RAAnonsense: I&#8217;m to the point where I&#8217;ll take a manual RT and not bitch about it.,red
"@KateWhineHall I starting laughing ""worked out""...not b/c I think its funny that you work...
*throws phone in trash over butchered subtweet",green
Webbie to retarded,red
Yup but not studying surfing lor. I'm in e lazy mode today.,green
"I av a new number,  . Wil u only use this one,ta.",green
"Hittin licks, what you get outta that?
You &amp; yo boys is some pussy cats!!!",red
Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8,green
"@badshah200 Ur pal @STLAbuBadu threat2 ""apostate kufar""&gt;""I cld cut ur neck w/sword of islam &amp;watch u squeal like a bitch like Daniel Pearl""",red
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Lingerie | Bitch in lingerie getting her wet cunt pounded http://t.co/Jp4r2vPyCb",red
@brandynasty bitch nigga dont get all but hurt,red
"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)",yellow
"""@thebravebird: #YoureNotMyType if my fade is perpetually fresher than yours."" That's a real ass bitch rite there",red
Its hotter than a fast bitch thighs rubbing together while she running a marathon,red
@septemberTHA15 @CallMeRenee_ Wussup bitch,red
